factor,year,ic,rank_ic,count
adx_14d,2021.0,-0.04145644957557212,-0.052488789200165246,243.0
adx_14d,2022.0,0.23647891803760615,0.29216469993535255,242.0
adx_14d,2023.0,-0.0007475611379213501,0.009536244290425103,242.0
adx_14d,2024.0,0.0813127229370736,0.1963806293753263,242.0
adx_14d,2025.0,0.13963899681343536,0.10838388856272611,243.0
adx_14d,2026.0,-0.07872031839280318,-0.10781348621922995,97.0
rsi_6d,2018.0,0.007456335811595933,-0.025203254628746362,237.0
rsi_6d,2019.0,-0.07162110006010358,-0.08718833300133264,237.0
rsi_6d,2020.0,-0.10876882750774447,-0.11289771986332801,238.0
rsi_6d,2021.0,0.012070366302677089,0.038339734577003536,241.0
rsi_6d,2022.0,-0.07114133282665352,-0.04377969637186249,242.0
rsi_6d,2023.0,0.09597753340051354,0.106978926906106,236.0
rsi_6d,2024.0,-0.05307721748662098,-0.1297972688184614,239.0
rsi_6d,2025.0,-0.08906951751331948,-0.12940969271913572,242.0
rsi_6d,2026.0,-0.051794247980529715,-0.06502984264785676,96.0
rsi_14d,2018.0,0.06240469041350724,0.017134009307217177,229.0
rsi_14d,2019.0,0.037614608386782836,0.015808998386883596,244.0
rsi_14d,2020.0,-0.21900448119519847,-0.16575257459509818,243.0
rsi_14d,2021.0,-0.03339311254517292,-0.018584173115526657,243.0
rsi_14d,2022.0,-0.07079946065324431,-0.06770248012259045,242.0
rsi_14d,2023.0,-0.13198655437342258,-0.08778552108113281,242.0
rsi_14d,2024.0,0.0014683620645039933,-0.025767551403120044,242.0
rsi_14d,2025.0,0.010163985306890526,-0.0006761607949677835,243.0
rsi_14d,2026.0,0.01297316631320637,-0.0628813381022512,97.0
short_reversal_3d,2018.0,-0.07623838647685638,-0.034165979986191884,240.0
short_reversal_3d,2019.0,0.06696651642386002,0.10865767071856063,244.0
short_reversal_3d,2020.0,0.16575432386753416,0.18231997069552955,243.0
short_reversal_3d,2021.0,0.0038654173555856836,-0.030318920284146313,243.0
short_reversal_3d,2022.0,0.16084438260171344,0.10803157100151947,242.0
short_reversal_3d,2023.0,-0.02848464671101036,-0.09732980926241332,242.0
short_reversal_3d,2024.0,0.058707922164744276,0.09888314785457965,242.0
short_reversal_3d,2025.0,0.10262941983819797,0.16009741394738908,243.0
short_reversal_3d,2026.0,0.17133488890733345,0.0745450241952451,97.0
short_reversal_5d,2018.0,-0.052941716924017106,0.009524949751561752,238.0
short_reversal_5d,2019.0,0.06313940171801104,0.12406560681346006,244.0
short_reversal_5d,2020.0,0.215818888689695,0.20831932506050735,243.0
short_reversal_5d,2021.0,0.0011736437121437693,-0.03715328479362259,243.0
short_reversal_5d,2022.0,0.16046721641803138,0.0815409216012762,242.0
short_reversal_5d,2023.0,-0.08098028936928829,-0.13397015547147573,242.0
short_reversal_5d,2024.0,0.1251636960296863,0.13558872838732622,242.0
short_reversal_5d,2025.0,0.1493396266095696,0.17191203306454175,243.0
short_reversal_5d,2026.0,0.12338061419871066,0.07558384178413632,97.0
consecutive_up_days,2018.0,0.09767578255129085,0.12837184573410987,243.0
consecutive_up_days,2019.0,-0.09411808845190336,-0.11367586985820453,244.0
consecutive_up_days,2020.0,-0.23694438339190066,-0.11398200718820019,243.0
consecutive_up_days,2021.0,-0.029805244971625223,-0.020439256468942627,243.0
consecutive_up_days,2022.0,-0.08674546721571304,-0.0449493558540859,242.0
consecutive_up_days,2023.0,0.1275260458100234,0.17559944693536567,242.0
consecutive_up_days,2024.0,0.04647269101484737,0.034462973237483555,242.0
consecutive_up_days,2025.0,-0.20248218169052964,-0.14935781437138937,243.0
consecutive_up_days,2026.0,-0.20359447965629238,-0.15146270278872767,97.0
consecutive_down_days,2018.0,-0.20743299332039444,-0.1269410188294448,243.0
consecutive_down_days,2019.0,0.11985676003460642,0.12478700482579641,244.0
consecutive_down_days,2020.0,0.06178269125957977,0.06313045267603139,243.0
consecutive_down_days,2021.0,0.06536175322558342,0.027565852169973083,243.0
consecutive_down_days,2022.0,0.1363571749836725,0.0668479862528709,242.0
consecutive_down_days,2023.0,-0.09471498942852692,-0.17853683020186278,242.0
consecutive_down_days,2024.0,0.026808285594502903,0.024330187470772254,242.0
consecutive_down_days,2025.0,0.0821031302853327,0.11721903615666336,243.0
consecutive_down_days,2026.0,0.07405762477388565,0.09711768652553343,97.0
boll_pos_20d,2018.0,0.0922172943809263,0.05166243726974532,224.0
boll_pos_20d,2019.0,-0.08263140697230661,-0.09611621211933467,244.0
boll_pos_20d,2020.0,-0.07225577380313285,-0.07774884128585072,243.0
boll_pos_20d,2021.0,0.03379674670317198,0.05226214789056319,243.0
boll_pos_20d,2022.0,-0.07386517741295143,-0.0567318687524899,242.0
boll_pos_20d,2023.0,-0.10879293219170558,-0.033287737173063464,242.0
boll_pos_20d,2024.0,-0.008600710320275096,-0.10157573504772902,242.0
boll_pos_20d,2025.0,-0.0020674809374803993,-0.02919658582847852,243.0
boll_pos_20d,2026.0,0.04169041912417451,0.045984115295602764,97.0
close_zscore_20d,2018.0,0.09221729438092632,0.05166243726974532,224.0
close_zscore_20d,2019.0,-0.08263140697230663,-0.09611621211933467,244.0
close_zscore_20d,2020.0,-0.07225577380313292,-0.07774884128585072,243.0
close_zscore_20d,2021.0,0.03379674670317198,0.05226214789056319,243.0
close_zscore_20d,2022.0,-0.07386517741295143,-0.0567318687524899,242.0
close_zscore_20d,2023.0,-0.10879293219170559,-0.033287737173063464,242.0
close_zscore_20d,2024.0,-0.008600710320275009,-0.10157573504772902,242.0
close_zscore_20d,2025.0,-0.0020674809374804023,-0.02919658582847852,243.0
close_zscore_20d,2026.0,0.04169041912417448,0.045984115295602764,97.0
close_zscore_60d,2018.0,-0.06303123395574328,-0.132499019956352,184.0
close_zscore_60d,2019.0,-0.1136521223728765,-0.09231709684480957,244.0
close_zscore_60d,2020.0,-0.16554311975104066,-0.1814050423091655,243.0
close_zscore_60d,2021.0,0.050532761487060075,0.047307819041549785,243.0
close_zscore_60d,2022.0,-0.09190247894832868,-0.10237205874072465,242.0
close_zscore_60d,2023.0,-0.07876689926748433,-0.008075643056153556,242.0
close_zscore_60d,2024.0,-0.10824329101897655,-0.1179382825993061,242.0
close_zscore_60d,2025.0,0.016532293685516904,-0.040710131619222524,243.0
close_zscore_60d,2026.0,-0.17540419336372798,-0.18763149589732797,97.0
volume_ratio_5d,2018.0,0.0017411939882222326,-0.011408713263016214,239.0
volume_ratio_5d,2019.0,-0.01526221177648184,-0.013934219710956635,244.0
volume_ratio_5d,2020.0,-0.05662205662641338,-0.044312139443783746,243.0
volume_ratio_5d,2021.0,-0.0638147541507774,-0.02278037871679203,243.0
volume_ratio_5d,2022.0,0.10458046284407878,0.10833215850190578,242.0
volume_ratio_5d,2023.0,-0.006620221926832712,0.0319981744601385,242.0
volume_ratio_5d,2024.0,0.06972870407401692,-0.04635102573389511,242.0
volume_ratio_5d,2025.0,-0.0418627440319755,-0.05442820321111429,243.0
volume_ratio_5d,2026.0,-0.11205962031978339,-0.09229697033452555,97.0
amount_ratio_5d,2018.0,0.02112244818978949,0.0017676956908795444,239.0
amount_ratio_5d,2019.0,-0.020660093841381955,-0.02513909024447666,244.0
amount_ratio_5d,2020.0,-0.07758846572419865,-0.05945780039172984,243.0
amount_ratio_5d,2021.0,-0.05926988266883813,-0.018778612419943764,243.0
amount_ratio_5d,2022.0,0.08481692089608585,0.09205471031197172,242.0
amount_ratio_5d,2023.0,-0.003213441858034821,0.04583451345679437,242.0
amount_ratio_5d,2024.0,0.05915426102854685,-0.058555727558440726,242.0
amount_ratio_5d,2025.0,-0.05183978606901487,-0.05999805974967425,243.0
amount_ratio_5d,2026.0,-0.12604995758973583,-0.10523616663160108,97.0
volume_ratio_20d,2018.0,-0.04136606038964433,-0.02403162291663934,224.0
volume_ratio_20d,2019.0,0.1334524073385694,0.13512591436088703,244.0
volume_ratio_20d,2020.0,-0.10952521368527222,-0.1208324342949281,243.0
volume_ratio_20d,2021.0,-0.012144545664603145,0.04302672360297795,243.0
volume_ratio_20d,2022.0,0.23583122267925716,0.2845018354888844,242.0
volume_ratio_20d,2023.0,0.028773483855939502,0.03782618506622028,242.0
volume_ratio_20d,2024.0,-0.009959541094995163,-0.1109989434982194,242.0
volume_ratio_20d,2025.0,0.07621774252960305,0.0762468199129898,243.0
volume_ratio_20d,2026.0,0.06797756074436408,0.1101278140122028,97.0
amount_ratio_20d,2018.0,0.02091616543842526,0.01179266372464375,224.0
amount_ratio_20d,2019.0,0.12547783674509325,0.1173694492976304,244.0
amount_ratio_20d,2020.0,-0.13406485436286827,-0.12788842222523297,243.0
amount_ratio_20d,2021.0,-0.013962046816577884,0.04558668319224702,243.0
amount_ratio_20d,2022.0,0.20186018770348874,0.25619750038208483,242.0
amount_ratio_20d,2023.0,0.01186380385948906,0.033787305131452,242.0
amount_ratio_20d,2024.0,-0.03658819851698816,-0.12903716087848913,242.0
amount_ratio_20d,2025.0,0.06713150698754573,0.05962422703605018,243.0
amount_ratio_20d,2026.0,0.0293338839671361,0.09960814222596254,97.0
volume_ratio_60d,2018.0,0.022798781097473932,0.031527067025372474,184.0
volume_ratio_60d,2019.0,0.15727988860236958,0.16101012353939753,244.0
volume_ratio_60d,2020.0,-0.10017043242173188,-0.10022312878746062,243.0
volume_ratio_60d,2021.0,0.03320467306439034,0.054062733645446004,243.0
volume_ratio_60d,2022.0,0.19069555855682385,0.24573790209399418,242.0
volume_ratio_60d,2023.0,-0.005510016883888157,0.012084040878206602,242.0
volume_ratio_60d,2024.0,0.0007200454432146376,0.042462015363412375,242.0
volume_ratio_60d,2025.0,0.17557283754748057,0.11117383472077957,243.0
volume_ratio_60d,2026.0,-0.03158259306479721,-0.005272985482852934,97.0
amount_ratio_60d,2018.0,0.01092449673637366,-0.02370405473220141,184.0
amount_ratio_60d,2019.0,0.11731219017886269,0.12388882693332341,244.0
amount_ratio_60d,2020.0,-0.14596065349613688,-0.1248810342203288,243.0
amount_ratio_60d,2021.0,0.02394235268675783,0.04890267135672004,243.0
amount_ratio_60d,2022.0,0.1339188215846522,0.20815769074287874,242.0
amount_ratio_60d,2023.0,-0.016204874212514975,0.03867883749689358,242.0
amount_ratio_60d,2024.0,-0.061310174102031344,0.016574228934686294,242.0
amount_ratio_60d,2025.0,0.15689241764889544,0.08238286156815713,243.0
amount_ratio_60d,2026.0,-0.09473386727020046,-0.05141489585524931,97.0
amount_chg_1d,2018.0,0.016401766396947834,0.01993446764967711,242.0
amount_chg_1d,2019.0,-0.036877022605893595,-0.042516387247066405,244.0
amount_chg_1d,2020.0,0.017360072082998067,0.020343357402473148,243.0
amount_chg_1d,2021.0,-0.06086309723459883,-0.010872928657330047,243.0
amount_chg_1d,2022.0,0.07003679533074803,0.086458702452667,242.0
amount_chg_1d,2023.0,-0.020436619183918064,0.0288779915335932,242.0
amount_chg_1d,2024.0,0.05978019894418025,0.0007866080196338893,242.0
amount_chg_1d,2025.0,-0.049414477706308864,-0.014940763823029099,243.0
amount_chg_1d,2026.0,0.02568355620774654,-0.08924626551651588,97.0
amount_chg_5d,2018.0,-0.024635436036589044,-0.06151490706383119,238.0
amount_chg_5d,2019.0,0.06194917401669787,-0.000717858485227728,244.0
amount_chg_5d,2020.0,-0.14640524905765107,-0.1400501119825511,243.0
amount_chg_5d,2021.0,-0.07514630493128045,-0.05063133403918302,243.0
amount_chg_5d,2022.0,0.09194195751569806,0.12079764915172939,242.0
amount_chg_5d,2023.0,0.02268955198442851,0.055095995370105774,242.0
amount_chg_5d,2024.0,-0.032425520637400354,-0.20228865677790486,242.0
amount_chg_5d,2025.0,-0.11435501832448747,-0.17343245336290541,243.0
amount_chg_5d,2026.0,-0.06184664713228365,-0.039606564275194614,97.0
turnover_chg_1d,2018.0,0.026290972454809276,0.02059471717778786,242.0
turnover_chg_1d,2019.0,-0.06794125098306004,-0.05138255843547511,244.0
turnover_chg_1d,2020.0,0.012006347439238145,0.035418316666097675,243.0
turnover_chg_1d,2021.0,-0.033200762706492505,-0.007950141424309557,243.0
turnover_chg_1d,2022.0,0.045718188677191796,0.08364005138013304,242.0
turnover_chg_1d,2023.0,0.01815731468254242,0.02092460082774001,242.0
turnover_chg_1d,2024.0,0.039757305872528056,-0.009791720604084382,242.0
turnover_chg_1d,2025.0,-0.02810807775586449,-0.03247489113963261,243.0
turnover_chg_1d,2026.0,-0.08573833644115465,-0.09599952661476964,97.0
turnover_chg_5d,2018.0,-0.03787885863645278,-0.0477705851186809,238.0
turnover_chg_5d,2019.0,-0.005825085838277912,0.014916964366302065,244.0
turnover_chg_5d,2020.0,-0.11748498536215114,-0.11952361498269531,243.0
turnover_chg_5d,2021.0,-0.03305009847355017,-0.04154452812777452,243.0
turnover_chg_5d,2022.0,0.09805282481654293,0.1208909847434183,242.0
turnover_chg_5d,2023.0,-0.034119638359096115,0.029467100605434372,242.0
turnover_chg_5d,2024.0,-0.14063638333293332,-0.19894111059878095,242.0
turnover_chg_5d,2025.0,-0.11314165543594804,-0.2026635310199121,243.0
turnover_chg_5d,2026.0,-0.13307357255031654,-0.08373741325701706,97.0
turnover_ratio_20d,2018.0,0.001221613980567867,0.0036039960527419626,224.0
turnover_ratio_20d,2019.0,0.13363454056963428,0.13600320516792025,244.0
turnover_ratio_20d,2020.0,-0.10997267777704381,-0.12073207651945853,243.0
turnover_ratio_20d,2021.0,-0.012128768552880009,0.04236352597008334,243.0
turnover_ratio_20d,2022.0,0.2365335877863839,0.2852531224083267,242.0
turnover_ratio_20d,2023.0,0.029484938498911054,0.038784678166043696,242.0
turnover_ratio_20d,2024.0,-0.010159278722313227,-0.11131352559651826,242.0
turnover_ratio_20d,2025.0,0.0760731189066325,0.07567061483995084,243.0
turnover_ratio_20d,2026.0,0.06778611390557379,0.11116663160109405,97.0
price_volume_divergence_20d,2018.0,-0.22650561136011013,-0.22485279775575548,223.0
price_volume_divergence_20d,2019.0,-0.010552865890530285,-0.013888785629613105,244.0
price_volume_divergence_20d,2020.0,0.06078685250570983,0.034191057787679745,243.0
price_volume_divergence_20d,2021.0,0.03311892008563302,0.08660876023022072,243.0
price_volume_divergence_20d,2022.0,-0.10014694995962475,-0.0962730960216186,242.0
price_volume_divergence_20d,2023.0,-0.015154085845217843,-0.006289052560899663,242.0
price_volume_divergence_20d,2024.0,-0.08290701886186094,-0.16555219946483085,242.0
price_volume_divergence_20d,2025.0,-0.008796649817180488,-0.03426632611928191,243.0
price_volume_divergence_20d,2026.0,-0.08167727025699606,0.04356459078476751,97.0
amihud_illiquidity_20d,2018.0,0.16967854686195682,0.11304918997827672,223.0
amihud_illiquidity_20d,2019.0,0.17809608441407265,0.17824864007533797,244.0
amihud_illiquidity_20d,2020.0,0.2239254975390119,0.18364385701693203,243.0
amihud_illiquidity_20d,2021.0,0.2273744656347732,0.295079458268728,243.0
amihud_illiquidity_20d,2022.0,0.20169320108437636,0.28234353256357536,242.0
amihud_illiquidity_20d,2023.0,-0.04632174196780927,-0.08394223470295394,242.0
amihud_illiquidity_20d,2024.0,0.20763112208066378,0.1496871031635605,242.0
amihud_illiquidity_20d,2025.0,-0.03715048409550695,0.025655628983994608,243.0
amihud_illiquidity_20d,2026.0,0.2853854527121469,0.3537371134020619,97.0
volatility_5d,2018.0,0.20688458983586344,0.19449385959018983,238.0
volatility_5d,2019.0,0.12493731565545292,0.06233060315808169,244.0
volatility_5d,2020.0,0.006663820959683838,-0.04014478281741073,243.0
volatility_5d,2021.0,-0.005626004558376818,0.003354458645069673,243.0
volatility_5d,2022.0,0.07095371444092784,0.07078581616491839,242.0
volatility_5d,2023.0,0.030491410956627236,0.10502569599765628,242.0
volatility_5d,2024.0,-0.020002200369802964,-0.041090743363630805,242.0
volatility_5d,2025.0,-0.010991834327943168,-0.06162720097146326,243.0
volatility_5d,2026.0,0.09380940783024036,0.04464285714285714,97.0
realized_vol_5d,2018.0,0.20688458983586344,0.19449385959018983,238.0
realized_vol_5d,2019.0,0.12493731565545292,0.06233060315808169,244.0
realized_vol_5d,2020.0,0.006663820959683838,-0.04014478281741073,243.0
realized_vol_5d,2021.0,-0.005626004558376818,0.003354458645069673,243.0
realized_vol_5d,2022.0,0.07095371444092784,0.07078581616491839,242.0
realized_vol_5d,2023.0,0.030491410956627236,0.10502569599765628,242.0
realized_vol_5d,2024.0,-0.020002200369802964,-0.041090743363630805,242.0
realized_vol_5d,2025.0,-0.010991834327943168,-0.06162720097146326,243.0
realized_vol_5d,2026.0,0.09380940783024036,0.04464285714285714,97.0
downside_vol_5d,2018.0,0.09581563039822975,0.1318947442402028,239.0
downside_vol_5d,2019.0,0.1431023440880292,0.10662897863569445,244.0
downside_vol_5d,2020.0,0.10158111492990037,0.10838070229684646,243.0
downside_vol_5d,2021.0,-0.011620024486430711,-0.01571021185341996,243.0
downside_vol_5d,2022.0,0.14656277432523407,0.16124888708604962,242.0
downside_vol_5d,2023.0,0.057711985173235794,0.05098276642858195,242.0
downside_vol_5d,2024.0,0.08930284736919665,0.0754925632575491,242.0
downside_vol_5d,2025.0,-0.03396108501964249,0.12143161956635283,243.0
downside_vol_5d,2026.0,0.16394696751165858,0.11040056409407796,97.0
max_drawdown_5d,2018.0,-0.01114270998645828,-0.054323718393999035,239.0
max_drawdown_5d,2019.0,-0.15027278947220515,-0.14773973574281568,244.0
max_drawdown_5d,2020.0,-0.10024721516745282,-0.17574857846450698,243.0
max_drawdown_5d,2021.0,0.03582372777393627,0.03913962123241014,243.0
max_drawdown_5d,2022.0,-0.22137256762541324,-0.1541079044332143,242.0
max_drawdown_5d,2023.0,0.029082258569541452,0.06039899353904308,242.0
max_drawdown_5d,2024.0,-0.05993898674188349,-0.10116896845719396,242.0
max_drawdown_5d,2025.0,-0.07503951180814027,-0.17619535865001534,243.0
max_drawdown_5d,2026.0,-0.1235344912777275,-0.08632275836653612,97.0
vol_percentile_5d_252d,2019.0,0.1398825775022769,0.08090113215677683,231.0
vol_percentile_5d_252d,2020.0,-0.016289723773784646,-0.027279642516438433,243.0
vol_percentile_5d_252d,2021.0,-0.00041903712086869025,-0.0036957925356797127,243.0
vol_percentile_5d_252d,2022.0,0.06139723633502631,0.0655106242855949,242.0
vol_percentile_5d_252d,2023.0,0.01210479573155592,-0.002899377876301469,242.0
vol_percentile_5d_252d,2024.0,0.005159928270105414,-0.04945108238830243,242.0
vol_percentile_5d_252d,2025.0,0.028216532307968726,-0.040065101808579084,243.0
vol_percentile_5d_252d,2026.0,0.09302985237111312,0.07754017795033774,97.0
volatility_10d,2018.0,0.21208128855134792,0.21250389850030224,233.0
volatility_10d,2019.0,0.15111315562473035,0.09215683844879785,244.0
volatility_10d,2020.0,-0.011410807057883946,-0.06397222765826839,243.0
volatility_10d,2021.0,0.010118386000598053,0.014613764737957483,243.0
volatility_10d,2022.0,-0.011889708830202727,-0.04882091377753393,242.0
volatility_10d,2023.0,0.042977137237029284,0.10631864561199404,242.0
volatility_10d,2024.0,0.03524110878548963,0.0035172978617429235,242.0
volatility_10d,2025.0,0.016767609102224287,-0.023915257894393513,243.0
volatility_10d,2026.0,0.03520698290577607,0.002892909741216074,97.0
realized_vol_10d,2018.0,0.21208128855134792,0.21250389850030224,233.0
realized_vol_10d,2019.0,0.15111315562473035,0.09215683844879785,244.0
realized_vol_10d,2020.0,-0.011410807057883946,-0.06397222765826839,243.0
realized_vol_10d,2021.0,0.010118386000598053,0.014613764737957483,243.0
realized_vol_10d,2022.0,-0.011889708830202727,-0.04882091377753393,242.0
realized_vol_10d,2023.0,0.042977137237029284,0.10631864561199404,242.0
realized_vol_10d,2024.0,0.03524110878548963,0.0035172978617429235,242.0
realized_vol_10d,2025.0,0.016767609102224287,-0.023915257894393513,243.0
realized_vol_10d,2026.0,0.03520698290577607,0.002892909741216074,97.0
downside_vol_10d,2018.0,0.07566788400348921,0.12060667792910701,234.0
downside_vol_10d,2019.0,0.1662832504219863,0.09882782808323975,244.0
downside_vol_10d,2020.0,0.0684882545085142,0.03817769732149837,243.0
downside_vol_10d,2021.0,0.05961493505611793,0.040658822556836824,243.0
downside_vol_10d,2022.0,0.0776351043001527,0.016516014642294064,242.0
downside_vol_10d,2023.0,0.13594328895390806,0.16615217093213336,242.0
downside_vol_10d,2024.0,0.05833604939481445,0.11258481420749551,242.0
downside_vol_10d,2025.0,-0.09811848556707238,-0.05265178284473422,243.0
downside_vol_10d,2026.0,-0.014723950142795254,0.0039060702436810616,97.0
max_drawdown_10d,2018.0,-0.008861621825105082,-0.04478088704233188,234.0
max_drawdown_10d,2019.0,-0.1464354364805613,-0.1535783791543347,244.0
max_drawdown_10d,2020.0,-0.023078701251419375,-0.01619234948478335,243.0
max_drawdown_10d,2021.0,0.02962935934312958,0.0261764232832343,243.0
max_drawdown_10d,2022.0,-0.07058798744334495,0.002919010808953732,242.0
max_drawdown_10d,2023.0,-0.048552819562610795,-0.043563364769886974,242.0
max_drawdown_10d,2024.0,-0.13225990067320303,-0.2210563354184559,242.0
max_drawdown_10d,2025.0,0.0046605578011544,0.025031586154741284,243.0
max_drawdown_10d,2026.0,-0.03531546510083025,0.01477802132681724,97.0
vol_percentile_10d_252d,2019.0,0.15826116513269067,0.11848158999618638,226.0
vol_percentile_10d_252d,2020.0,-0.029915659429468167,-0.04933524529084673,243.0
vol_percentile_10d_252d,2021.0,0.014193351644846988,0.005862803298732325,243.0
vol_percentile_10d_252d,2022.0,-0.011530607203199894,-0.023314171248616917,242.0
vol_percentile_10d_252d,2023.0,-0.005337103692774823,-0.03186637162561709,242.0
vol_percentile_10d_252d,2024.0,-0.029435991774512792,-0.006603819806753974,242.0
vol_percentile_10d_252d,2025.0,0.061418712162517416,0.008688025015542097,243.0
vol_percentile_10d_252d,2026.0,0.11483990622648214,0.07157724649599323,97.0
volatility_20d,2018.0,0.3894845658992149,0.3654279626582189,223.0
volatility_20d,2019.0,0.07030516844921206,0.034888418026591324,244.0
volatility_20d,2020.0,-0.08117192202476314,-0.10142324051911732,243.0
volatility_20d,2021.0,0.05154832802562411,0.015571345178896096,243.0
volatility_20d,2022.0,-0.07197768484018795,-0.14779802721459961,242.0
volatility_20d,2023.0,0.166881063086061,0.2421147643076475,242.0
volatility_20d,2024.0,0.033278670497548395,0.10106981654209797,242.0
volatility_20d,2025.0,-0.02706019510799701,-0.08291141251896343,243.0
volatility_20d,2026.0,-0.22969902743685652,-0.24121607405848933,97.0
realized_vol_20d,2018.0,0.3894845658992149,0.3654279626582189,223.0
realized_vol_20d,2019.0,0.07030516844921206,0.034888418026591324,244.0
realized_vol_20d,2020.0,-0.08117192202476314,-0.10142324051911732,243.0
realized_vol_20d,2021.0,0.05154832802562411,0.015571345178896096,243.0
realized_vol_20d,2022.0,-0.07197768484018795,-0.14779802721459961,242.0
realized_vol_20d,2023.0,0.166881063086061,0.2421147643076475,242.0
realized_vol_20d,2024.0,0.033278670497548395,0.10106981654209797,242.0
realized_vol_20d,2025.0,-0.02706019510799701,-0.08291141251896343,243.0
realized_vol_20d,2026.0,-0.22969902743685652,-0.24121607405848933,97.0
downside_vol_20d,2018.0,0.25972980672732654,0.266482646085413,224.0
downside_vol_20d,2019.0,0.12263616825339392,0.07037642533462957,244.0
downside_vol_20d,2020.0,-0.04725272930635977,-0.06323955637771134,243.0
downside_vol_20d,2021.0,0.08323375628525241,0.03103640778151111,243.0
downside_vol_20d,2022.0,0.01634890494328263,-0.04970428781528612,242.0
downside_vol_20d,2023.0,0.3243863416608322,0.34514036776737245,242.0
downside_vol_20d,2024.0,0.1566503439519212,0.2423850937422106,242.0
downside_vol_20d,2025.0,-0.12890372768206765,-0.14510737743319158,243.0
downside_vol_20d,2026.0,-0.301629174106228,-0.3586723900879198,97.0
max_drawdown_20d,2018.0,-0.14944184980986552,-0.1426067751843771,224.0
max_drawdown_20d,2019.0,-0.02834185132523582,-0.04362801663307548,244.0
max_drawdown_20d,2020.0,0.08703662757764008,0.09329933449457051,243.0
max_drawdown_20d,2021.0,0.0247112247847081,0.049227217838445685,243.0
max_drawdown_20d,2022.0,-0.04964468447480652,0.0034999213004072763,242.0
max_drawdown_20d,2023.0,-0.2698922907302864,-0.2369119803271514,242.0
max_drawdown_20d,2024.0,-0.09764405609652468,-0.22613522836009722,242.0
max_drawdown_20d,2025.0,0.0892828578006521,0.14976391017154617,243.0
max_drawdown_20d,2026.0,0.2390355391381167,0.2715337699728376,97.0
vol_percentile_20d_252d,2019.0,0.10443117817681793,0.030916741851015124,216.0
vol_percentile_20d_252d,2020.0,-0.035988025998025995,-0.06366637201952235,243.0
vol_percentile_20d_252d,2021.0,0.06378949658088076,0.04438845446841996,243.0
vol_percentile_20d_252d,2022.0,-0.09136124761126539,-0.1464732489709346,242.0
vol_percentile_20d_252d,2023.0,0.011916699729779481,0.07447273441548284,242.0
vol_percentile_20d_252d,2024.0,-0.008627552108478015,0.08523954920300703,242.0
vol_percentile_20d_252d,2025.0,0.03756691579806714,0.008232271949039676,243.0
vol_percentile_20d_252d,2026.0,-0.08341881695800595,-0.11052325592495169,97.0
volatility_60d,2018.0,0.39772255577115684,0.33063111487087793,183.0
volatility_60d,2019.0,-0.07080190921720987,-0.10687252435886314,244.0
volatility_60d,2020.0,-0.17601386366512714,-0.20917152983720297,243.0
volatility_60d,2021.0,-0.157440974103635,-0.17687054348753303,243.0
volatility_60d,2022.0,-0.03335111326754567,-0.06100783178615443,242.0
volatility_60d,2023.0,0.2392043845494097,0.3003423733965668,242.0
volatility_60d,2024.0,-0.06954930198821721,0.015708028715003333,242.0
volatility_60d,2025.0,-0.14119478695149615,-0.150979073731185,243.0
volatility_60d,2026.0,-0.34354291499123596,-0.3098174836945087,97.0
realized_vol_60d,2018.0,0.39772255577115684,0.33063111487087793,183.0
realized_vol_60d,2019.0,-0.07080190921720987,-0.10687252435886314,244.0
realized_vol_60d,2020.0,-0.17601386366512714,-0.20917152983720297,243.0
realized_vol_60d,2021.0,-0.157440974103635,-0.17687054348753303,243.0
realized_vol_60d,2022.0,-0.03335111326754567,-0.06100783178615443,242.0
realized_vol_60d,2023.0,0.2392043845494097,0.3003423733965668,242.0
realized_vol_60d,2024.0,-0.06954930198821721,0.015708028715003333,242.0
realized_vol_60d,2025.0,-0.14119478695149615,-0.150979073731185,243.0
realized_vol_60d,2026.0,-0.34354291499123596,-0.3098174836945087,97.0
downside_vol_60d,2018.0,0.4074458452916527,0.37627450221467146,184.0
downside_vol_60d,2019.0,0.08672551210688462,0.11457149694804541,244.0
downside_vol_60d,2020.0,-0.12871285142314426,-0.1506345997143287,243.0
downside_vol_60d,2021.0,-0.08843167134902194,-0.08069101120190894,243.0
downside_vol_60d,2022.0,0.0672027260319068,0.08016308231998985,242.0
downside_vol_60d,2023.0,0.2089157296746453,0.2995488163105778,242.0
downside_vol_60d,2024.0,0.002393481559078932,0.049031943684946344,242.0
downside_vol_60d,2025.0,-0.18365875325610512,-0.14708560461194395,243.0
downside_vol_60d,2026.0,-0.25584493685000254,-0.21854625082396978,97.0
max_drawdown_60d,2018.0,-0.3483470588944403,-0.2866156726664095,184.0
max_drawdown_60d,2019.0,-0.06064287370773716,-0.05792944586501169,244.0
max_drawdown_60d,2020.0,0.0172423611721641,0.017334957479000424,243.0
max_drawdown_60d,2021.0,0.01044745269445814,0.0023258983684460357,243.0
max_drawdown_60d,2022.0,-0.17254647366565426,-0.2627453163412631,242.0
max_drawdown_60d,2023.0,0.10584206824159,0.14562104032119189,242.0
max_drawdown_60d,2024.0,-0.269345915647343,-0.2548307350987887,242.0
max_drawdown_60d,2025.0,0.13274226492735572,0.05880057796080173,243.0
max_drawdown_60d,2026.0,-0.06142518707252081,-0.12262681783364979,97.0
vol_percentile_60d_252d,2019.0,-0.27202070134250156,-0.1444014356612651,176.0
