factor,year,ic,rank_ic,count
trend_consistency_20d,2018.0,0.04329475589218531,-0.06143335020635455,224.0
trend_consistency_20d,2019.0,0.06059719389193177,0.05492426567582356,244.0
trend_consistency_20d,2020.0,-0.029812214179090118,-0.03913239100716042,243.0
trend_consistency_20d,2021.0,-0.050466297740083536,-0.0029655553002990716,243.0
trend_consistency_20d,2022.0,0.02724752846978283,0.03998262971836834,242.0
trend_consistency_20d,2023.0,-0.03494186120328157,-0.002106717256144998,242.0
trend_consistency_20d,2024.0,-0.06366393458874049,-0.08433504386583829,242.0
trend_consistency_20d,2025.0,-0.10094492829776795,-0.08200868691207398,243.0
trend_consistency_20d,2026.0,0.08817397658156552,0.06963476920093144,97.0
trend_consistency_60d,2018.0,-0.10663114041953778,-0.09522580176434974,184.0
trend_consistency_60d,2019.0,-0.12482926962300361,-0.07051842965380027,244.0
trend_consistency_60d,2020.0,-0.09000064641111777,-0.09597228776029729,243.0
trend_consistency_60d,2021.0,-0.11185394741970169,-0.09036658172793041,243.0
trend_consistency_60d,2022.0,0.043825407985741825,-0.023303606418066388,242.0
trend_consistency_60d,2023.0,0.1274549663689942,0.11392229158747966,242.0
trend_consistency_60d,2024.0,-0.05988656659981666,-0.14515997147527193,242.0
trend_consistency_60d,2025.0,-0.007146854982908985,-0.06940159341331807,243.0
trend_consistency_60d,2026.0,-0.16390487371827037,-0.2365733749743938,97.0
dist_to_high_20d,2018.0,-0.0740225990582542,-0.10435676537006376,223.0
dist_to_high_20d,2019.0,-0.09875322534108667,-0.12389940873643002,244.0
dist_to_high_20d,2020.0,0.04767187891261842,0.04364939647293829,243.0
dist_to_high_20d,2021.0,0.03529852845915966,0.09337203798207275,243.0
dist_to_high_20d,2022.0,-0.12636164409001596,-0.08107862672126254,242.0
dist_to_high_20d,2023.0,-0.14906447842859968,-0.10417649662507744,242.0
dist_to_high_20d,2024.0,-0.09700329870965725,-0.2685381147390271,242.0
dist_to_high_20d,2025.0,0.005859863449063993,0.022564205495223325,243.0
dist_to_high_20d,2026.0,0.11461854842151913,0.16454135724025518,97.0
dist_to_low_20d,2018.0,0.14553218921852243,0.12562702323403785,223.0
dist_to_low_20d,2019.0,0.058054098155436995,-0.06789478021127479,244.0
dist_to_low_20d,2020.0,-0.2655536751660868,-0.23253171779460374,243.0
dist_to_low_20d,2021.0,-0.05314856542686908,-0.03790556580274249,243.0
dist_to_low_20d,2022.0,-0.02964593246612385,-0.013876138025576079,242.0
