factor,quantile,mean_return,median_return,count
volume_ratio_20d,2.0,0.0031474035211612166,-0.004992458464288646,404.0
volume_ratio_20d,3.0,0.0019348804871451176,-0.0013094227535269576,404.0
volume_ratio_20d,4.0,0.0035493605660712937,0.0030622136308631398,404.0
volume_ratio_20d,5.0,0.010110861946811477,0.007105321212647769,404.0
amount_ratio_20d,1.0,-0.00242567106472153,-0.0056085550623369606,404.0
amount_ratio_20d,2.0,0.0040710545689426345,-0.0005141388627829662,404.0
amount_ratio_20d,3.0,0.0022835863451664625,-0.00039015163794998183,404.0
amount_ratio_20d,4.0,0.003471046795629746,-0.00032271560912304763,404.0
amount_ratio_20d,5.0,0.010832172993384901,0.006162358814852353,404.0
volume_ratio_60d,1.0,-0.0041169062270687675,-0.004178611517839947,396.0
volume_ratio_60d,2.0,-0.004252911209938888,-0.011741657325709191,396.0
volume_ratio_60d,3.0,0.007779433652456629,0.006281328602926002,396.0
volume_ratio_60d,4.0,0.0005696962862296743,-0.0004354950255341464,396.0
volume_ratio_60d,5.0,0.014676234982290237,0.008416835038303185,396.0
amount_ratio_60d,1.0,-0.003256930569257592,-0.003989911841957963,396.0
amount_ratio_60d,2.0,-0.002034390262748168,-0.007402304984846199,396.0
amount_ratio_60d,3.0,0.0041629145534975535,0.0001402829878450743,396.0
amount_ratio_60d,4.0,0.00011745054622270842,0.0,396.0
amount_ratio_60d,5.0,0.01566650321625438,0.009163059133846832,396.0
amount_chg_1d,1.0,0.001470288892811229,-0.0033812157420720986,408.0
amount_chg_1d,2.0,0.007850901467949239,0.0011855365941015434,407.0
amount_chg_1d,3.0,0.0031000983651357553,-0.001923501422076619,408.0
amount_chg_1d,4.0,0.00026000626838082946,-0.004028571645096634,407.0
amount_chg_1d,5.0,0.0032375307497412237,0.002173247817299251,408.0
amount_chg_5d,1.0,0.01107996525856775,0.00939212387017931,407.0
amount_chg_5d,2.0,0.007207642883495808,0.003681159473361718,407.0
amount_chg_5d,3.0,-0.005089449975239748,-0.007068513411368213,406.0
