portfolio,total_return,annual_return,annual_volatility,sharpe,sortino,calmar,max_drawdown,win_rate,profit_loss_ratio,trade_count,avg_holding_days,turnover,single_period_max_loss,max_consecutive_losses,excess_total_return,excess_vs_buy_hold,strategy_name,kind,fast,slow,window,risk_filter,buy_hold_total_return,beats_buy_hold
strategy,2.284813560537514,0.15792226403688936,0.3609226158818702,0.4375515888662883,0.5112743534045379,0.2604660544412074,-0.6063065084457511,0.4671610169491525,1.323706200053953,96.0,18.770833333333332,96.0,-0.11015806886410973,11.0,-0.81467509252028,-0.02666184929856774,ma_10_180_vol_pct_lt_80,ma,10.0,180.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,2.2061385672300995,0.15446661382857974,0.4364684057984661,0.3539010195846863,0.4488008757105603,0.25947520875592023,-0.595303938935767,0.4768595041322314,1.2402782321965908,91.0,25.456521739130434,91.0,-0.16675690308608548,9.0,-0.7044840030370336,-0.1053368426059822,ma_10_250_none,ma,10.0,250.0,,none,2.3114754098360817,False
strategy,1.7592841068624918,0.13329967453129332,0.3862102698782047,0.3451479282861398,0.36557514749484976,0.2591934400582513,-0.5142864514678129,0.44457409568261375,1.4425721090101435,205.0,7.359223300970874,205.0,-0.16675690308608548,9.0,-0.8185650776010018,-0.5521913029735899,ma_10_120_amount_liquidity,ma,10.0,120.0,,amount_liquidity,2.3114754098360817,False
strategy,2.2536213689330014,0.15656097916339484,0.4250829861014998,0.36830685838367516,0.4460399536141876,0.25622720014236844,-0.6110240406810998,0.4720767888307155,1.2707964872810005,117.0,18.559322033898304,117.0,-0.16675690308608548,8.0,-0.7235251816197661,-0.05785404090308033,momentum_120_gap_risk,momentum,,,120.0,gap_risk,2.3114754098360817,False
strategy,2.3107888819196685,0.1590472539804002,0.3564832518658542,0.44615631491223656,0.5093039139730663,0.2554278184520106,-0.6226700558470367,0.47594142259414224,1.275652711779884,88.0,20.84090909090909,88.0,-0.11015806886410973,7.0,-0.8181915870073606,-0.0006865279164132154,ma_30_180_vol_pct_lt_80,ma,30.0,180.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,2.122729514179012,0.15072087223305686,0.38024884754004845,0.39637430384896216,0.4182345349232455,0.25372118154463974,-0.5940413461559535,0.48028673835125446,1.260196314668885,57.0,28.06896551724138,57.0,-0.16675690308608548,11.0,-0.8019816917014269,-0.18874589565706978,ma_20_120_mdd60_gt_-25,ma,20.0,120.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.5359502632896835,0.12156789649194999,0.36969684935673913,0.3288313024670735,0.33737009097673587,0.2523375796007138,-0.48176691194515253,0.44342857142857145,1.438045408916763,231.0,6.568965517241379,231.0,-0.16675690308608548,10.0,-0.8495544242371077,-0.7755251465463981,ma_20_250_amount_liquidity,ma,20.0,250.0,,amount_liquidity,2.3114754098360817,False
strategy,2.12661563039488,0.15089732735159034,0.3648490515553823,0.4135883777367717,0.48713205636188833,0.2513768592253054,-0.6002832870799109,0.4725274725274725,1.2835931438811068,100.0,19.1,100.0,-0.11015806886410973,8.0,-0.8194605755430111,-0.1848597794412017,ma_10_250_vol_pct_lt_80,ma,10.0,250.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,2.0201988106411632,0.14599431412203034,0.40313710272847064,0.3621455656994278,0.39620829042090855,0.2511250789579151,-0.5813609486071953,0.4186893203883495,1.6320644532365527,268.0,5.1716417910447765,268.0,-0.16675690308608548,10.0,-0.7768163908483066,-0.29127659919491844,momentum_20_amount_liquidity,momentum,,,20.0,amount_liquidity,2.3114754098360817,False
strategy,1.7795517751577035,0.13432267911266593,0.34908726347105384,0.38478252622872877,0.4280302273185327,0.2469776617511138,-0.5438657008909032,0.46509129967776586,1.3180915801954631,122.0,14.327868852459016,122.0,-0.11015806886410973,10.0,-0.8537795158910999,-0.5319236346783782,momentum_120_vol_pct_lt_80,momentum,,,120.0,vol_pct_lt_80,2.3114754098360817,False
strategy,1.2430827153225041,0.10472682229266761,0.3992134292478491,0.26233291422581034,0.289883714618471,0.24455253650645753,-0.428238544521914,0.4665924276169265,1.2862885969918054,97.0,17.448979591836736,97.0,-0.16675690308608548,11.0,-0.8396276655351278,-1.0683926945135775,ma_20_90_close_gt_ma120,ma,20.0,90.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.8013969776141385,0.13541801197240066,0.38793592467451243,0.3490731416174453,0.3694902566436238,0.24183513928664344,-0.5599600305061201,0.4435389988358556,1.4498480325446899,201.0,7.544554455445544,201.0,-0.16675690308608548,9.0,-0.8137567840183753,-0.5100784322219432,ma_5_120_amount_liquidity,ma,5.0,120.0,,amount_liquidity,2.3114754098360817,False
strategy,1.899469579580193,0.14024500442774634,0.38493298414692473,0.364336157730293,0.3798367316586097,0.23323143131241822,-0.601312625998017,0.45365853658536587,1.4002043129532606,148.0,10.121621621621621,148.0,-0.16675690308608548,9.0,-0.8107435440760518,-0.41200583025588866,momentum_20_close_gt_ma120,momentum,,,20.0,close_gt_ma120,2.3114754098360817,False
strategy,2.275028010693055,0.15749642900691585,0.43311728780408876,0.36363459377349067,0.46350409381367796,0.23104924535180438,-0.6816574049705542,0.4763485477178423,1.2453751082078621,91.0,25.369565217391305,91.0,-0.16675690308608548,7.0,-0.7051929149262528,-0.036447399143026527,ma_5_250_gap_risk,ma,5.0,250.0,,gap_risk,2.3114754098360817,False
strategy,1.4441852170361114,0.11648309307011417,0.363716782638546,0.3202576802343283,0.3190122649795215,0.23007351072977325,-0.506286415592303,0.43702770780856426,1.4824659473590147,186.0,7.559139784946237,186.0,-0.16675690308608548,12.0,-0.8600224685433486,-0.8672901927999703,momentum_10_close_gt_ma120,momentum,,,10.0,close_gt_ma120,2.3114754098360817,False
strategy,1.1815055174415288,0.10094209450185287,0.4078912594498585,0.24747305112151233,0.27559803660623383,0.2287203901549167,-0.4413340429923317,0.4797570850202429,1.2105100039987595,87.0,21.636363636363637,87.0,-0.16675690308608548,11.0,-0.8348967115563481,-1.129969892394553,ma_30_90_gap_risk,ma,30.0,90.0,,gap_risk,2.3114754098360817,False
strategy,2.0001259293950757,0.145052543793998,0.3827585165532261,0.37896620851237706,0.4019948499499751,0.2268263442864786,-0.639487200000008,0.47508690614136734,1.2784493387241753,65.0,25.333333333333332,65.0,-0.16675690308608548,11.0,-0.8067446788804007,-0.31134948044100597,ma_20_180_mdd60_gt_-25,ma,20.0,180.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.6912379791691698,0.12981618931589445,0.3855759193718658,0.3366812676667554,0.3575419802426382,0.2261747702302777,-0.5739640596682084,0.44258639910813824,1.4476046477250666,229.0,6.834782608695652,229.0,-0.16675690308608548,9.0,-0.8237939176647208,-0.6202374306669118,ma_5_250_amount_liquidity,ma,5.0,250.0,,amount_liquidity,2.3114754098360817,False
strategy,1.4939268527565353,0.1192597043032193,0.3999222613085916,0.2982072163549682,0.3252447477668217,0.22600272475727592,-0.5276914445668862,0.4644107351225204,1.3123572925697584,95.0,16.958333333333332,95.0,-0.16675690308608548,9.0,-0.820892369724089,-0.8175485570795464,ma_10_60_close_gt_ma120,ma,10.0,60.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.1369605818091166,0.09814539279654944,0.3915958135937173,0.25062932081898043,0.2669319317383131,0.22326587635386128,-0.43958975907718045,0.46162790697674416,1.3123590505467095,127.0,12.515625,127.0,-0.16675690308608548,9.0,-0.8545666371249363,-1.174514828026965,momentum_40_close_gt_ma120,momentum,,,40.0,close_gt_ma120,2.3114754098360817,False
strategy,1.1941395850915728,0.1017261937636389,0.3648074718070524,0.27884898645234474,0.2751208076197568,0.2201657530028745,-0.4620436756224786,0.4331983805668016,1.4953222765999112,191.0,6.760416666666667,191.0,-0.16675690308608548,9.0,-0.8734912127362164,-1.1173358247445089,ma_30_60_amount_liquidity,ma,30.0,60.0,,amount_liquidity,2.3114754098360817,False
strategy,1.9129543226843468,0.14089747093783433,0.42469611246513644,0.3317606797010667,0.4159262712040924,0.22012564793452052,-0.6400774842000523,0.4763877381938691,1.2349865810442184,85.0,27.25581395348837,85.0,-0.16675690308608548,9.0,-0.753117480488442,-0.39852108715173484,ma_20_250_limit_tradable,ma,20.0,250.0,,limit_tradable,2.3114754098360817,False
strategy,1.1640020114448633,0.09984918208709348,0.37207921119243703,0.2683546381618513,0.2712791889679253,0.21938899864403513,-0.4551239246462928,0.4236842105263158,1.549503152603557,203.0,6.490196078431373,203.0,-0.16675690308608548,10.0,-0.8696350719766524,-1.1474733983912184,ma_20_60_amount_liquidity,ma,20.0,60.0,,amount_liquidity,2.3114754098360817,False
strategy,0.9733019241954108,0.08741100531094093,0.37121508568694084,0.2354726644505439,0.23763851703420374,0.21887540898518648,-0.39936421234446173,0.4346153846153846,1.4664778489121926,199.0,6.84,199.0,-0.16675690308608548,11.0,-0.881754019669711,-1.3381734856406708,ma_20_90_amount_liquidity,ma,20.0,90.0,,amount_liquidity,2.3114754098360817,False
strategy,1.3419099197917106,0.11061477710596712,0.4132550317083485,0.26766710292358314,0.3139037237918031,0.21884133286469992,-0.5054565134382335,0.4606965174129353,1.3124720612387104,111.0,17.053571428571427,111.0,-0.16675690308608548,14.0,-0.8162630172003017,-0.9695654900443711,ma_20_180_close_gt_ma120,ma,20.0,180.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.5110769487457354,0.12020578425781459,0.42551558621023644,0.2824944329969243,0.341660356632748,0.2183818570403871,-0.550438511178994,0.46226415094339623,1.306329824648751,111.0,18.053571428571427,111.0,-0.16675690308608548,12.0,-0.7857657596435932,-0.8003984610903463,ma_5_180_close_gt_ma120,ma,5.0,180.0,,close_gt_ma120,2.3114754098360817,False
strategy,2.2773131379992186,0.15759596998292658,0.4415125956629035,0.35694558101180807,0.45537155656921735,0.2179857765444265,-0.7229644634672199,0.47018739352640543,1.2781196499111824,99.0,22.68,99.0,-0.16675690308608548,9.0,-0.6868175397991572,-0.034162271836863045,ma_5_180_limit_tradable,ma,5.0,180.0,,limit_tradable,2.3114754098360817,False
strategy,1.4801463011556728,0.1184953623001026,0.3623126336091988,0.3270528027678859,0.32836697408800997,0.21603409688017655,-0.5485030558200548,0.4809976247030879,1.2313882203561655,61.0,26.35483870967742,61.0,-0.16675690308608548,9.0,-0.8591104030470831,-0.8313291086804089,ma_60_180_mdd60_gt_-25,ma,60.0,180.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.784638134088277,0.13457838479953743,0.4170883126575108,0.32266160598473914,0.382005340930154,0.21586992240323682,-0.6234235103311434,0.4762357414448669,1.2415131516326752,83.0,24.214285714285715,83.0,-0.16675690308608548,12.0,-0.776044895694341,-0.5268372757478046,ma_20_180_close_gt_ma250,ma,20.0,180.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.5986410878887658,0.12494970354697843,0.407476154653768,0.3066429829572433,0.3536078950952718,0.21510175687561442,-0.5808864853634474,0.479,1.2270083120520876,79.0,24.15,79.0,-0.16675690308608548,9.0,-0.8040266924877025,-0.7128343219473159,ma_20_120_close_gt_ma250,ma,20.0,120.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.1200946536978273,0.09707313156108954,0.39988128503174314,0.24275487549607064,0.2754351113261439,0.21383765995501658,-0.45395713543400207,0.467005076142132,1.2707835799814182,103.0,18.03846153846154,103.0,-0.16675690308608548,9.0,-0.8479427166817393,-1.1913807561382543,ma_20_250_close_gt_ma120,ma,20.0,250.0,,close_gt_ma120,2.3114754098360817,False
strategy,0.9362211305367802,0.08487077042461588,0.3832965760475235,0.22142324176173458,0.23644976858998873,0.21008984749340606,-0.40397368762562247,0.3987878787878788,1.704375140498217,306.0,4.398692810457517,306.0,-0.16675690308608548,18.0,-0.8742060303907411,-1.3752542792993014,momentum_10_amount_liquidity,momentum,,,10.0,amount_liquidity,2.3114754098360817,False
strategy,1.3433508872167814,0.1106990038409621,0.3770761396847525,0.29357201952239653,0.30110265178857576,0.20830151410093026,-0.5314363859464031,0.44512946979038226,1.4237543442469396,193.0,7.402061855670103,193.0,-0.16675690308608548,12.0,-0.8544313296108483,-0.9681245226193003,ma_30_120_amount_liquidity,ma,30.0,120.0,,amount_liquidity,2.3114754098360817,False
strategy,1.878859431022585,0.13924261251038939,0.3611176237223486,0.38558797290228186,0.4493490708385199,0.20783514483025542,-0.6699666344886597,0.46624472573839665,1.313476653782996,104.0,17.346153846153847,104.0,-0.11015806886410973,10.0,-0.837409098312081,-0.43261597881349667,ma_5_180_vol_pct_lt_80,ma,5.0,180.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,1.666009058732346,0.12850499966051654,0.41879115362715136,0.3068474549845057,0.36862547607607377,0.20730131406846852,-0.619894766407864,0.47096774193548385,1.262332595449257,95.0,21.770833333333332,95.0,-0.16675690308608548,11.0,-0.7830623180926111,-0.6454663511037357,ma_10_180_close_gt_ma250,ma,10.0,180.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.6296980613327077,0.12659863018286321,0.42692737165587935,0.29653434890304203,0.3617026172071939,0.20329078043641227,-0.6227465402567149,0.4683434518647008,1.2709831521794317,121.0,18.0327868852459,121.0,-0.16675690308608548,9.0,-0.7737623803855057,-0.681777348503374,momentum_120_limit_tradable,momentum,,,120.0,limit_tradable,2.3114754098360817,False
strategy,1.0432570337671025,0.09209143315938939,0.3899095076693055,0.23618668267380397,0.2576295964647438,0.20328639286728553,-0.4530132679343216,0.4688195991091314,1.2658103920282717,99.0,17.1,99.0,-0.16675690308608548,9.0,-0.8624331675324315,-1.2682183760689791,ma_30_90_close_gt_ma120,ma,30.0,90.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.783561040249134,0.13452427043301274,0.3575078811918533,0.37628337027015507,0.4382868832338039,0.20267077692534197,-0.6637576096260172,0.47326732673267324,1.2656490589139002,92.0,21.065217391304348,92.0,-0.11015806886410973,8.0,-0.8462768020577748,-0.5279143695869477,ma_20_250_vol_pct_lt_80,ma,20.0,250.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,1.293126521294317,0.10773615542349613,0.40977345490903555,0.26291638497523506,0.298562652916003,0.20253186082464092,-0.5319467020390328,0.46977730646871685,1.2678398112004416,95.0,18.791666666666668,95.0,-0.16675690308608548,12.0,-0.8242589205542387,-1.0183488885417646,ma_10_90_close_gt_ma120,ma,10.0,90.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.2358977616769273,0.10428994061747021,0.396219073040943,0.26321282268684093,0.283450318975838,0.20245875465561158,-0.5151169718240662,0.47202797202797203,1.2615641263311836,87.0,18.613636363636363,87.0,-0.16675690308608548,10.0,-0.8432176584833734,-1.0755776481591544,ma_5_60_close_gt_ma120,ma,5.0,60.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.4597990363823148,0.1173599602892561,0.4290742588388543,0.2735189955390275,0.31948591958131334,0.20128252285658293,-0.5830608570664477,0.47797563261480785,1.2241313891133137,82.0,25.195121951219512,82.0,-0.16675690308608548,9.0,-0.7848670689707069,-0.8516763734537669,ma_60_90_none,ma,60.0,90.0,,none,2.3114754098360817,False
strategy,1.4597990363823148,0.1173599602892561,0.4290742588388543,0.2735189955390275,0.31948591958131334,0.20128252285658293,-0.5830608570664477,0.47797563261480785,1.2241313891133137,82.0,25.195121951219512,82.0,-0.16675690308608548,9.0,-0.7848670689707069,-0.8516763734537669,ma_60_90_limit_tradable,ma,60.0,90.0,,limit_tradable,2.3114754098360817,False
strategy,1.6616947387468954,0.128279688787307,0.4258624288213098,0.30122330617978194,0.37617356465926444,0.20041274994640176,-0.6400774842000523,0.4763877381938691,1.2277094411111658,83.0,27.928571428571427,83.0,-0.16675690308608548,9.0,-0.7726550819026308,-0.6497806710891862,ma_20_250_none,ma,20.0,250.0,,none,2.3114754098360817,False
strategy,1.9946254456197576,0.144793510393314,0.4426366264877065,0.32711597217392807,0.4157536185646877,0.20027749316876226,-0.7229644634672199,0.47018739352640543,1.2706544113112657,97.0,23.163265306122447,97.0,-0.16675690308608548,9.0,-0.7116019355896122,-0.31684996421632405,ma_5_180_none,ma,5.0,180.0,,none,2.3114754098360817,False
strategy,1.5144007427333475,0.12038848473468633,0.3602014168780416,0.3342254613491649,0.33919678416633703,0.20021930685518896,-0.6012830961489581,0.4813519813519814,1.2301102609665944,61.0,26.838709677419356,61.0,-0.16675690308608548,8.0,-0.858918150915472,-0.7970746671027342,ma_60_250_mdd60_gt_-25,ma,60.0,250.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.1384285493467061,0.09823836833306898,0.3533248911781443,0.2780397610977761,0.27093216755730387,0.19917566199878195,-0.49322476123448133,0.44226044226044225,1.4307294041458136,219.0,6.427272727272728,219.0,-0.16675690308608548,15.0,-0.8848962143301508,-1.1730468604893756,ma_60_250_amount_liquidity,ma,60.0,250.0,,amount_liquidity,2.3114754098360817,False
strategy,1.2441200665149834,0.10478979712846526,0.3811251483721164,0.2749485243260631,0.2874475167816687,0.19594511039156598,-0.5347915899460776,0.4768133174791914,1.2410530272557172,73.0,21.91891891891892,73.0,-0.16675690308608548,8.0,-0.8569604259715964,-1.0673553433210983,ma_30_60_mdd60_gt_-25,ma,30.0,60.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.4775360754140334,0.11835016616660954,0.42819143548858757,0.27639545389684445,0.33604750104581316,0.1936915052224234,-0.6110240406811001,0.46880415944540726,1.2634574998477792,119.0,18.366666666666667,119.0,-0.16675690308608548,9.0,-0.785006868057875,-0.8339393344220483,momentum_120_none,momentum,,,120.0,none,2.3114754098360817,False
strategy,1.0707559343218307,0.09389288532750828,0.40780500697019695,0.23023965798038895,0.26592655768642537,0.19354393662951597,-0.48512439584836553,0.4625641025641026,1.2932584221974186,105.0,17.528301886792452,105.0,-0.16675690308608548,15.0,-0.8434207671010675,-1.240719475514251,ma_30_120_close_gt_ma120,ma,30.0,120.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.729250650426689,0.13177156430762227,0.4350313315176304,0.30290131942435045,0.3888248079596752,0.19331054477918352,-0.6816574049705537,0.47320692497938993,1.2456847034491234,95.0,24.4375,95.0,-0.16675690308608548,9.0,-0.7510500681457571,-0.5822247594093928,ma_5_250_limit_tradable,ma,5.0,250.0,,limit_tradable,2.3114754098360817,False
strategy,1.1681054574115262,0.1001060933395077,0.40929875029850804,0.24457952355461324,0.2836595746020678,0.19146420920162402,-0.5228449419185682,0.4696078431372549,1.2565688278696108,97.0,19.959183673469386,97.0,-0.16675690308608548,9.0,-0.8345548371318512,-1.1433699524245555,ma_5_120_close_gt_ma250,ma,5.0,120.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.112094137244494,0.09656187662126059,0.3724344683690153,0.2592721265680093,0.26024268981778065,0.1860996306256028,-0.5188719413179534,0.47853535353535354,1.2304425232650076,65.0,23.21212121212121,65.0,-0.16675690308608548,11.0,-0.8723741852431345,-1.1993812725915878,ma_30_90_mdd60_gt_-25,ma,30.0,90.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.2018399456380657,0.10220215650467068,0.4156626825606426,0.24587763297649418,0.28383011808225256,0.18603242114726287,-0.5493781991030889,0.4690721649484536,1.265892192495234,99.0,18.54,99.0,-0.16675690308608548,9.0,-0.824468557311972,-1.109635464198016,ma_5_90_close_gt_ma120,ma,5.0,90.0,,close_gt_ma120,2.3114754098360817,False
strategy,1.4010800747824184,0.11403657452734861,0.41403242492408177,0.2754290912076722,0.32170169606278065,0.18597802296500615,-0.6131723131007036,0.4669811320754717,1.2764348614094698,121.0,16.491803278688526,121.0,-0.16675690308608548,9.0,-0.8109190840340462,-0.9103953350536633,momentum_120_close_gt_ma250,momentum,,,120.0,close_gt_ma250,2.3114754098360817,False
strategy,1.3172897371824046,0.10916862432106877,0.36985942169409536,0.2951624804392852,0.30043696531194913,0.18149141069688937,-0.601508489585727,0.47794994040524436,1.2380789658441658,79.0,20.15,79.0,-0.16675690308608548,8.0,-0.8623524201489046,-0.9941856726536771,momentum_120_mdd60_gt_-25,momentum,,,120.0,mdd60_gt_-25,2.3114754098360817,False
strategy,1.2297637066549023,0.1039159838825785,0.40356581622800414,0.2574945144111727,0.29351174427717247,0.18141720057672847,-0.5728011652270444,0.4757481940144479,1.2312023156046294,81.0,22.804878048780488,81.0,-0.16675690308608548,12.0,-0.8362561247791671,-1.0817117031811794,ma_30_120_close_gt_ma250,ma,30.0,120.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.1599277599526472,0.09959367575886713,0.41415617463396304,0.24047371947765694,0.2733654718624516,0.18097940773780768,-0.550303910283277,0.4744744744744745,1.234421071804722,97.0,19.571428571428573,97.0,-0.16675690308608548,8.0,-0.8295149837037377,-1.1515476498834345,ma_30_60_gap_risk,ma,30.0,60.0,,gap_risk,2.3114754098360817,False
strategy,1.3385338941649052,0.11041726521541495,0.4022655073491648,0.27448852361973264,0.3114919044985337,0.17881829855701262,-0.617483032253607,0.47783251231527096,1.222301311146319,89.0,21.711111111111112,89.0,-0.16675690308608548,9.0,-0.8296837490920939,-0.9729415156711765,ma_60_180_close_gt_ma250,ma,60.0,180.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.066539968754019,0.09361806395450056,0.35284893770017733,0.26532052091382424,0.2531903554865746,0.1782735229281963,-0.525137229672672,0.4341279799247177,1.4802899280376316,186.0,7.602150537634409,186.0,-0.16675690308608548,11.0,-0.8888439643466456,-1.2449354410820628,momentum_10_mdd60_gt_-25,momentum,,,10.0,mdd60_gt_-25,2.3114754098360817,False
strategy,1.5318725664492896,0.12134539868333483,0.3862545580459,0.31415913716910737,0.3385852295909633,0.17707000889391233,-0.6852961686811474,0.46842709529276694,1.2931023897377036,69.0,24.085714285714285,69.0,-0.16675690308608548,9.0,-0.8334146433232135,-0.7796028433867921,ma_10_180_mdd60_gt_-25,ma,10.0,180.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.0677078015138401,0.09369423933101184,0.41332667405442575,0.22668326341472564,0.2541967213884382,0.1762037379315848,-0.5317380915459966,0.4729315628192033,1.2398886519207115,91.0,20.434782608695652,91.0,-0.16675690308608548,10.0,-0.8377334966438815,-1.2437676083222415,ma_20_90_gap_risk,ma,20.0,90.0,,gap_risk,2.3114754098360817,False
strategy,1.4938365975707932,0.11925471033400759,0.4361696262743827,0.273413605969407,0.34961091760030705,0.17494816232379837,-0.6816574049705537,0.47320692497938993,1.2384888397576956,93.0,24.97872340425532,93.0,-0.16675690308608548,9.0,-0.7707512788684953,-0.8176388122652885,ma_5_250_none,ma,5.0,250.0,,none,2.3114754098360817,False
strategy,0.9588388137701183,0.08642522293651722,0.32792808155805225,0.26354932010059523,0.27476629912559297,0.17469037420592262,-0.49473374437128603,0.41156462585034015,1.6074656148746072,262.0,5.755725190839694,262.0,-0.1539162112932606,11.0,-0.9083607232681172,-1.3526365960659634,momentum_10_vol_pct_lt_80,momentum,,,10.0,vol_pct_lt_80,2.3114754098360817,False
strategy,1.4631883416889142,0.11754965780817117,0.3625810118498897,0.3242024650117014,0.3809536312627636,0.1708497348075575,-0.6880295011319584,0.4682306940371456,1.2772711136710104,96.0,20.416666666666668,96.0,-0.11015806886410973,9.0,-0.8599258404381587,-0.8482870681471675,ma_30_250_vol_pct_lt_80,ma,30.0,250.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,0.9250274987099714,0.08409556480930358,0.36328113893168273,0.23148893734645076,0.24712700493109074,0.17069372909314323,-0.4926693280185751,0.4697833523375142,1.2572934356210033,96.0,17.375,96.0,-0.12891207153502238,9.0,-0.8899139044910119,-1.3864479111261103,ma_60_90_vol_pct_lt_80,ma,60.0,90.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,1.3079364045795319,0.10861569076559108,0.4128544505329213,0.263084703641653,0.3084493552237275,0.170599374959145,-0.6366710944374929,0.4738344433872502,1.2375868334795244,89.0,22.511111111111113,89.0,-0.16675690308608548,9.0,-0.8196764125215443,-1.0035390052565498,ma_30_180_close_gt_ma250,ma,30.0,180.0,,close_gt_ma250,2.3114754098360817,False
strategy,1.4893653186533684,0.1190071084599098,0.38788467204518734,0.3068105471464618,0.32939377468796016,0.17010559898016303,-0.699607239111441,0.4713302752293578,1.276068575579125,71.0,23.444444444444443,71.0,-0.16675690308608548,8.0,-0.8344803021909081,-0.8221100911827133,ma_5_180_mdd60_gt_-25,ma,5.0,180.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.5386440787899271,0.12171471141282408,0.4235895048802415,0.28734118766052913,0.356735391028524,0.16843957141423468,-0.7226016451531893,0.47289407839866554,1.2423604208655055,87.0,26.431818181818183,87.0,-0.16675690308608548,8.0,-0.786571029173847,-0.7728313310461545,ma_30_250_gap_risk,ma,30.0,250.0,,gap_risk,2.3114754098360817,False
strategy,1.3311149357137069,0.10998234472532675,0.3643183613530799,0.3018852640774181,0.3556124719895802,0.16419133277337067,-0.6698425724890895,0.4694694694694695,1.2681701899015727,98.0,19.46938775510204,98.0,-0.11015806886410973,7.0,-0.8658949363998718,-0.9803604741223748,ma_5_250_vol_pct_lt_80,ma,5.0,250.0,,vol_pct_lt_80,2.3114754098360817,False
strategy,0.9703838719154227,0.08721262681515274,0.3611050399408387,0.24151595012199534,0.2406659908806792,0.16277145829872056,-0.5357980307278372,0.4358974358974359,1.455007147250474,196.0,7.387755102040816,196.0,-0.16675690308608548,11.0,-0.8888753992670809,-1.341091537920659,momentum_10_close_gt_ma250,momentum,,,10.0,close_gt_ma250,2.3114754098360817,False
strategy,1.1768429259797362,0.1006517173615451,0.4185874483663966,0.2404556509144129,0.28368390895392726,0.1626795691075965,-0.6187114824171553,0.46804326450344147,1.2669133585586525,101.0,19.098039215686274,101.0,-0.16675690308608548,10.0,-0.8229470223849543,-1.1346324838563455,ma_5_90_gap_risk,ma,5.0,90.0,,gap_risk,2.3114754098360817,False
strategy,1.2180471035521263,0.10319917885052732,0.37228571765829194,0.27720423845335435,0.2855189677410799,0.16218812274299602,-0.6362930719289301,0.4783625730994152,1.2285960336318478,61.0,26.774193548387096,61.0,-0.16675690308608548,8.0,-0.8662992598505337,-1.0934283062839554,ma_30_180_mdd60_gt_-25,ma,30.0,180.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.1989880435867706,0.10202604956254269,0.39265350937993626,0.25983735564635196,0.27836048441796196,0.160391823222175,-0.6361050551886055,0.4403153153153153,1.4344246193835235,215.0,7.2592592592592595,215.0,-0.16675690308608548,15.0,-0.8494951492793137,-1.112487366249311,ma_5_180_amount_liquidity,ma,5.0,180.0,,amount_liquidity,2.3114754098360817,False
strategy,0.9938265396423254,0.08879911266575236,0.38010541142995097,0.23361707041131405,0.2398098204354301,0.16003691815950663,-0.5548664251160316,0.43703703703703706,1.4496561916809576,205.0,6.902912621359223,205.0,-0.16675690308608548,9.0,-0.873865588820895,-1.3176488701937563,ma_10_90_amount_liquidity,ma,10.0,90.0,,amount_liquidity,2.3114754098360817,False
strategy,1.0235979434273634,0.09079049109033588,0.3735497648259098,0.24304791393095412,0.24289146666528671,0.15837604387537974,-0.5732589908722279,0.4794007490636704,1.2212496815204652,62.0,25.0,62.0,-0.16675690308608548,9.0,-0.8768828868910586,-1.2878774664087183,ma_60_90_mdd60_gt_-25,ma,60.0,90.0,,mdd60_gt_-25,2.3114754098360817,False
strategy,1.2619528508340565,0.10586840708340062,0.3823931294997171,0.2768575032242543,0.29389261679373146,0.1579447871066454,-0.6702874404580226,0.473621103117506,1.2580467308016698,75.0,21.157894736842106,75.0,-0.16675690308608548,10.0,-0.8546947025348823,-1.0495225590020252,ma_5_90_mdd60_gt_-25,ma,5.0,90.0,,mdd60_gt_-25,2.3114754098360817,False
