portfolio,total_return,annual_return,annual_volatility,sharpe,sortino,calmar,max_drawdown,win_rate,profit_loss_ratio,trade_count,avg_holding_days,turnover,single_period_max_loss,max_consecutive_losses,excess_total_return,excess_vs_buy_hold,strategy_name,kind,fast,slow,window,risk_filter,buy_hold_total_return,beats_buy_hold,selection_mode,test_year,selected_on_train_total_return
strategy,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,-0.6720024857225511,-1.1853088480801315,ma_60_250_mdd60_gt_-25,ma,60.0,250.0,,mdd60_gt_-25,1.1853088480801315,False,rolling,2021,1.3665671877436463
strategy,-0.048072610247540504,-0.05000857895961408,0.3342487123366047,-0.14961487393630707,-0.17068529774123073,-0.1919043171106709,-0.26059121395780904,0.4260869565217391,1.3511811603542698,6.0,37.333333333333336,6.0,-0.10801001251564468,5.0,-0.1538530484716093,-0.03842376494542232,momentum_120_gap_risk,momentum,,,120.0,gap_risk,-0.00964884530211818,False,rolling,2022,5.3335035472377745
strategy,0.05377346424959528,0.056056678708756635,0.2010081314629141,0.27887766679279374,0.28655073272708365,0.5231127416186238,-0.10715984194020045,0.36585365853658536,1.9728861999445308,27.0,5.071428571428571,27.0,-0.07014192139737996,9.0,0.39751046722794303,0.34808240733902485,momentum_10_gap_risk,momentum,,,10.0,gap_risk,-0.29430894308942956,True,rolling,2023,2.083009779203702
strategy,0.03604357127217339,0.03756060954495677,0.21399301939300946,0.17552259251959396,0.17487035032685627,0.32723912049650733,-0.11478031565409264,0.2972972972972973,2.772571980236329,21.0,2.5454545454545454,21.0,-0.042992552471225465,9.0,-0.0674247201391891,0.2489639680783683,momentum_10_vol_pct_lt_80,momentum,,,10.0,vol_pct_lt_80,-0.2129203968061949,True,rolling,2024,1.0467532944585662
strategy,-0.07758945142507634,-0.08034452770831613,0.2673463712003673,-0.30052597066335546,-0.23783419984246904,-0.2970346480963111,-0.2704887400282847,0.4426229508196721,1.181784211603819,11.0,9.5,11.0,-0.10943972095051224,5.0,-0.3624562513444989,-0.3418799692461947,ma_60_180_amount_liquidity,ma,60.0,180.0,,amount_liquidity,0.26429051782111834,False,rolling,2025,0.09223814530440921
strategy,-0.015757082477436457,-0.038479341815461865,0.348889372013378,-0.11029095438879231,-0.11113856832866559,-0.22426391699890835,-0.17158061952359982,0.34782608695652173,1.9173185652016551,8.0,4.75,8.0,-0.06935892792466491,5.0,-0.31371428312559335,-0.2683858233779488,momentum_20_amount_liquidity,momentum,,,20.0,amount_liquidity,0.25262874090051235,False,rolling,2026,0.3155153957137662
