factor,horizon,observations,coverage_rate,missing_rate,pearson_ic,spearman_ic,rolling_rank_ic_mean,rolling_rank_ic_std,icir,prediction_score,stability_score,monotonicity_score,non_redundancy_score,low_turnover_score,explainability_score,factor_score,suitable_for_model,overfit_risk
limit_up_20d_count,5,2020,0.9882583170254403,0.011741682974559686,0.0031990426510915275,0.004079282151075541,,,,0.050991026888444264,0.25,0.0,0.7493239583475815,0.9970443349753694,0.7,0.34740033531620745,False,high
close_zscore_20d,5,2020,0.9882583170254403,0.011741682974559686,0.01295531717673824,0.0011221849675900613,-0.05507990338316331,0.06209176264426153,-0.8870726331080208,0.014027312094875765,0.6666666666666666,0.39999999999999997,0.0,0.6787391012743125,0.7,0.33541543708922733,False,high
consecutive_down_days,5,2039,0.9975538160469667,0.0024461839530333096,-0.01592029424569595,0.0014299851744861846,0.028419569161598913,0.07392968849387253,0.3844134844955338,0.017874814681077305,0.7733023733844226,0.19999999999999998,0.13776606959988713,0.4528929283972512,0.7,0.3259771223609159,False,high
vol_percentile_10d_252d,5,1778,0.8698630136986302,0.13013698630136983,0.02729977235100686,0.004584685099064606,-0.00812924000456253,0.07440046229639799,-0.10926329963081557,0.057308563738307575,0.3592632996308156,0.39999999999999997,0.18207562016833967,0.7812362998684786,0.7,0.3244802020597542,False,medium
vol_percentile_5d_252d,5,1783,0.8723091976516634,0.12769080234833663,0.0325474951646823,0.003618634922956209,0.0008252671697334283,0.046888069194701516,0.01760079235309365,0.045232936536952616,0.20510079235309364,0.7,0.1298620730952127,0.6682872101720269,0.7,0.3158980714131891,False,high
consecutive_up_days,5,2039,0.9975538160469667,0.0024461839530333096,-0.04861295163269195,-0.007294831080179831,-0.022850459749947406,0.0840062649768113,-0.27200899547497964,0.09118538850224789,0.605342328808313,0.19999999999999998,0.13776606959988713,0.45139195757843564,0.7,0.31422818851016354,False,high
amount_ratio_5d,5,2035,0.9955968688845401,0.0044031311154598685,-0.00994487708791491,-0.01447695703753579,-0.007950058008904104,0.06638884880016306,-0.11974990005979103,0.1809619629691974,0.45308323339312434,0.19999999999999998,0.005952310496942337,0.43531169940222036,0.9,0.3093292520841475,False,high
intraday_strength,5,2039,0.9975538160469667,0.0024461839530333096,-0.006040177479645895,-9.619206142066662e-05,-0.011569080072083132,0.05401244012576179,-0.21419287936530643,0.0012024007677583328,0.4919706571430842,0.3,0.19676087408766396,0.3803760938372743,0.9,0.3013065921558214,False,medium
turnover_chg_1d,5,2038,0.99706457925636,0.0029354207436399493,-0.008410858236380726,-0.00629663366090062,0.0037521199959619288,0.041087090432185516,0.09132114142165469,0.07870792076125775,0.3690989191994325,0.39999999999999997,0.04480824055943233,0.3546370267453977,0.9,0.28961709882671843,False,medium
volume_ratio_5d,5,2035,0.9955968688845401,0.0044031311154598685,-0.005898609744516511,-0.011072879926343208,-0.0014091565731165771,0.06532985543349039,-0.02156987129033495,0.13841099907929008,0.41045876017922384,0.19999999999999998,0.005952310496942337,0.43089602704987323,0.9,0.2875975010391605,False,high
